SMITH,804
JOHNSON,654
WILLIAMS,577
JONES,542
BROWN,479
DAVIS,410
MILLER,304
JACKSON,275
TAYLOR,265
THOMAS,256
MOORE,253
WILSON,251
HARRIS,246
ANDERSON,227
WHITE,227
MARTIN,213
THOMPSON,212
RODRIGUEZ,203
ALLEN,186
LEWIS,185
